Duration,sex,age,race,race_8_TEXT,pid1,ideo,pol_interest,pres_approval,state,educ,affective_Dem,affective_Rep,china_frenemy,china_threat,china_opp,tool_diplomacy,tool_sanction,tool_assist_c,tool_covertAction,tool_milthreat,tool_milforce,gender,age,hhi,ethnicity,hispanic,education,political_party,region
420,Male,37,White,,Independent / Other,Slightly conservative,Very interested,Approve Strongly,Georgia,4-year college degree,10,30,Unfriendly,Agree Strongly,Disagree Somewhat,Very Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,37,18,1,1,6,5,3
1041,Female,72,White,,Republican,Conservative,Moderately interested,Approve Strongly,Arizona,"Some college, but no degree (yet)",15,85,Enemy,Agree Strongly,Disagree Somewhat,Very Acceptable,Somewhat Acceptable,Neutral,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,2,72,1,1,1,4,10,4
418,Male,35,Hispanic or Latino,,Democrat,Conservative,Extremely interested,Disapprove Strongly,Rhode Island,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",100,2,Friendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1,36,9,15,2,6,1,1
314,Male,28,White,,Democrat,Liberal,Moderately interested,Approve Strongly,New York,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",81,71,Friendly,Disagree Somewhat,Agree Somewhat,Very Acceptable,Neutral,Somewhat Acceptable,Very Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,28,4,1,1,7,2,1
186,Male,25,White,,Independent / Other,Extremely liberal,Extremely interested,Approve Strongly,West Virginia,High school graduate,100,100,Ally,Agree Somewhat,Agree Slightly,Very Acceptable,Very Acceptable,Neutral,Somewhat Acceptable,Very Acceptable,Somewhat Acceptable,1,25,1,1,1,2,5,3
513,Male,21,Black or African American,,Independent / Other,"Moderate, middle of the road",Very interested,Approve Somewhat,Tennessee,High school graduate,39,61,Unfriendly,Agree Somewhat,Neither Agree nor Disagree,Very Acceptable,Somewhat Unacceptable,Very Unacceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,1,21,4,2,1,6,5,3
427,Male,36,White,,Democrat,Extremely liberal,Extremely interested,Approve Strongly,California,4-year college degree,79,38,Ally,Agree Slightly,Agree Strongly,Somewhat Acceptable,Very Acceptable,Somewhat Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,1,35,20,1,1,7,1,1
2412,Female,20,Hispanic or Latino,,Democrat,Liberal,Moderately interested,Disapprove Strongly,California,"Some college, but no degree (yet)",90,21,Friendly,Disagree Somewhat,Agree Slightly,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,2,20,12,15,2,6,1,4
1581,Female,23,White,,Independent / Other,Slightly conservative,Extremely interested,Approve Somewhat,Virginia,2-year college degree,31,45,Enemy,Agree Strongly,Disagree Slightly,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Neutral,Somewhat Acceptable,2,23,13,1,1,4,5,3
634,Female,73,White,,Democrat,"Moderate, middle of the road",Very interested,Approve Strongly,Illinois,"Some college, but no degree (yet)",56,64,Unfriendly,Agree Somewhat,Agree Slightly,Very Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,2,73,8,1,1,4,2,2
873,Female,50,White,,Independent / Other,Conservative,Very interested,Approve Strongly,Mississippi,4-year college degree,18,100,Friendly,Disagree Somewhat,Agree Slightly,Very Acceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,2,50,3,1,1,6,5,3
487,Male,19,Black or African American,,Independent / Other,"Moderate, middle of the road",Moderately interested,Disapprove Strongly,New York,Did not graduate from high school,100,0,Enemy,Agree Strongly,Disagree Strongly,Neutral,Very Unacceptable,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,19,1,2,2,2,4,1
1382,Female,35,White,,Independent / Other,"Moderate, middle of the road",Moderately interested,Neither Approve nor Disapprove,Texas,High school graduate,49,50,Unfriendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,2,35,1,1,1,2,4,3
260,Male,40,White,,Democrat,"Moderate, middle of the road",Moderately interested,Neither Approve nor Disapprove,Pennsylvania,High school graduate,50,50,Friendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1,41,3,1,1,2,2,1
379,Male,38,White,,Democrat,Conservative,Moderately interested,Approve Somewhat,Indiana,High school graduate,18,87,Friendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Unacceptable,Neutral,Very Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Neutral,1,38,3,1,1,2,2,2
502,Male,44,White,,Republican,Extremely conservative,Extremely interested,Approve Strongly,Illinois,4-year college degree,0,100,Enemy,Agree Strongly,Agree Strongly,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,1,44,7,1,1,6,10,2
662,Female,63,White,,Independent / Other,Extremely conservative,Moderately interested,Approve Strongly,Michigan,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",1,1,Unfriendly,Agree Somewhat,Disagree Somewhat,Somewhat Acceptable,Very Acceptable,Very Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,2,63,9,1,1,7,4,2
286,Male,21,White,,Independent / Other,"Moderate, middle of the road",Extremely interested,Disapprove Somewhat,Colorado,High school graduate,61,31,Unfriendly,Agree Slightly,Neither Agree nor Disagree,Somewhat Acceptable,Very Acceptable,Very Unacceptable,Somewhat Unacceptable,Neutral,Neutral,1,21,1,1,1,2,4,4
350,Male,27,White,,Democrat,Liberal,Very interested,Disapprove Strongly,Florida,4-year college degree,64,0,Unfriendly,Neither Agree nor Disagree,Agree Slightly,Very Acceptable,Very Unacceptable,Neutral,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,27,8,1,1,6,1,3
2331,Female,47,White,,Republican,Conservative,Moderately interested,Approve Somewhat,Illinois,2-year college degree,0,90,Enemy,Agree Strongly,Disagree Strongly,Very Acceptable,Neutral,Very Unacceptable,Neutral,Somewhat Acceptable,Very Acceptable,2,47,19,1,1,5,9,2
755,Male,18,Black or African American,,Democrat,Conservative,Not interested at all,Disapprove Strongly,Georgia,"Some college, but no degree (yet)",100,0,Unfriendly,Agree Strongly,Neither Agree nor Disagree,Very Acceptable,Neutral,Very Unacceptable,Very Unacceptable,Neutral,Neutral,1,18,3,2,1,2,1,3
1365,Female,18,Hispanic or Latino,,Democrat,Liberal,Very interested,Disapprove Strongly,California,Did not graduate from high school,98,0,Enemy,Agree Somewhat,Disagree Strongly,Neutral,Somewhat Unacceptable,Neutral,Somewhat Acceptable,Neutral,Somewhat Acceptable,2,19,3,15,2,2,2,4
505,Male,38,White,,Republican,Conservative,Extremely interested,Approve Strongly,Florida,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",100,100,Friendly,Agree Strongly,Agree Strongly,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,1,40,22,1,1,7,10,3
255,Male,48,White,,Republican,Extremely conservative,Extremely interested,Approve Strongly,Arizona,4-year college degree,0,80,Unfriendly,Agree Strongly,Agree Strongly,Very Acceptable,Neutral,Very Acceptable,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,1,48,21,1,1,6,10,4
952,Male,50,White,,Independent / Other,Slightly liberal,Not interested at all,Neither Approve nor Disapprove,Minnesota,Did not graduate from high school,100,0,Enemy,Agree Strongly,Agree Slightly,Very Acceptable,Very Acceptable,Very Unacceptable,Very Acceptable,Very Acceptable,Very Acceptable,1,50,1,1,1,1,7,2
686,Male,38,White,,Democrat,"Moderate, middle of the road",Moderately interested,Approve Somewhat,Illinois,High school graduate,100,9,Unfriendly,Agree Strongly,Agree Slightly,Very Acceptable,Very Acceptable,Very Unacceptable,Somewhat Acceptable,Somewhat Acceptable,Very Unacceptable,1,38,13,1,2,4,1,2
833,Male,67,White,,Independent / Other,Liberal,Slightly interested,Disapprove Somewhat,Vermont,4-year college degree,51,50,Unfriendly,Agree Slightly,Agree Slightly,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,67,7,1,1,6,4,1
1523,Female,57,White,,Republican,Slightly liberal,Extremely interested,Approve Strongly,Florida,"Some college, but no degree (yet)",20,87,Unfriendly,Agree Slightly,Agree Somewhat,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,Very Acceptable,Very Unacceptable,Somewhat Acceptable,2,57,19,1,1,4,10,3
284,Male,29,Hispanic or Latino,,Democrat,"Moderate, middle of the road",Moderately interested,Disapprove Strongly,Texas,"Some college, but no degree (yet)",100,3,Friendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1,29,5,15,1,4,1,3
851,Male,73,White,,Independent / Other,Liberal,Extremely interested,Disapprove Strongly,Pennsylvania,High school graduate,80,10,Enemy,Agree Strongly,Disagree Somewhat,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Neutral,Very Unacceptable,1,73,12,1,1,2,3,1
983,Male,47,Black or African American,,Independent / Other,"Moderate, middle of the road",Extremely interested,Disapprove Strongly,New Jersey,2-year college degree,0,0,Enemy,Agree Strongly,Disagree Strongly,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Neutral,Very Acceptable,1,47,14,2,1,4,4,1
655,Female,49,White,,Republican,Slightly conservative,Extremely interested,Approve Strongly,New York,2-year college degree,0,50,Unfriendly,Agree Strongly,Agree Slightly,Very Acceptable,Very Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,2,49,19,1,1,5,10,1
793,Male,37,White,,Republican,Conservative,Extremely interested,Approve Strongly,Indiana,2-year college degree,5,95,Unfriendly,Agree Strongly,Disagree Slightly,Very Acceptable,Very Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Very Acceptable,1,37,10,1,1,5,10,2
738,Female,61,White,,Independent / Other,Slightly liberal,Not interested at all,Approve Strongly,Ohio,High school graduate,52,52,Unfriendly,Agree Strongly,Disagree Somewhat,Very Acceptable,Very Acceptable,Neutral,Neutral,Somewhat Acceptable,Somewhat Acceptable,2,61,1,1,1,4,4,2
1016,Female,80,Black or African American,,Democrat,Extremely liberal,Moderately interested,Disapprove Strongly,Illinois,"Some college, but no degree (yet)",93,10,Enemy,Agree Strongly,Disagree Strongly,Neutral,Very Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Acceptable,1,80,4,2,1,4,1,2
739,Female,52,Hispanic or Latino,,Democrat,Slightly liberal,Moderately interested,Disapprove Somewhat,Illinois,2-year college degree,72,24,Unfriendly,Disagree Somewhat,Agree Slightly,Very Acceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,2,52,21,1,2,5,2,2
405,Male,66,White,,Independent / Other,"Moderate, middle of the road",Very interested,Disapprove Somewhat,Washington,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",69,29,Unfriendly,Agree Slightly,Neither Agree nor Disagree,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,66,19,1,1,7,3,4
347,Male,36,Black or African American,,Democrat,Slightly liberal,Extremely interested,Approve Somewhat,Michigan,4-year college degree,78,1,Unfriendly,Agree Slightly,Agree Slightly,Very Acceptable,Somewhat Acceptable,Neutral,Somewhat Unacceptable,Very Unacceptable,Somewhat Unacceptable,1,36,7,2,1,6,2,2
293,Male,41,White,,Democrat,Liberal,Very interested,Approve Somewhat,New Jersey,2-year college degree,72,92,Friendly,Disagree Strongly,Agree Strongly,Very Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Neutral,1,41,5,1,1,4,1,1
369,Male,44,White,,Republican,"Moderate, middle of the road",Moderately interested,Neither Approve nor Disapprove,California,High school graduate,18,89,Friendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Acceptable,Neutral,Neutral,Neutral,Neutral,Neutral,1,44,4,1,1,2,10,4
159,Male,25,Black or African American,,Democrat,Liberal,Extremely interested,Approve Strongly,Pennsylvania,High school graduate,88,17,Ally,Disagree Strongly,Agree Strongly,Very Acceptable,Neutral,Very Acceptable,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,1,26,1,2,1,2,1,1
919,Female,23,Mixed Race,,Democrat,Liberal,Slightly interested,Disapprove Strongly,Mississippi,2-year college degree,44,5,Unfriendly,Agree Somewhat,Neither Agree nor Disagree,Very Acceptable,Somewhat Acceptable,Neutral,Neutral,Neutral,Neutral,2,23,3,15,1,4,2,3
485,Male,20,White,,Republican,Conservative,Moderately interested,Neither Approve nor Disapprove,New Jersey,"Some college, but no degree (yet)",40,75,Friendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Acceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,20,-3105,1,1,4,9,1
190,Male,39,Hispanic or Latino,,Democrat,Extremely liberal,Extremely interested,Disapprove Strongly,South Carolina,4-year college degree,100,0,Enemy,Agree Strongly,Agree Slightly,Somewhat Acceptable,Neutral,Neutral,Neutral,Neutral,Neutral,1,39,1,1,2,3,1,3
1012,Female,62,White,,Republican,Slightly conservative,Moderately interested,Approve Strongly,Florida,"Some college, but no degree (yet)",13,90,Unfriendly,Agree Somewhat,Neither Agree nor Disagree,Very Acceptable,Very Acceptable,Very Unacceptable,Somewhat Unacceptable,Neutral,Neutral,2,62,14,1,1,6,5,3
570,Male,19,Hispanic or Latino,,Democrat,Liberal,Moderately interested,Disapprove Strongly,California,High school graduate,44,68,Unfriendly,Neither Agree nor Disagree,Disagree Somewhat,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,19,1,1,2,2,2,4
331,Male,31,Hispanic or Latino,,Democrat,Slightly conservative,Moderately interested,Approve Somewhat,Texas,High school graduate,69,39,Friendly,Disagree Somewhat,Agree Slightly,Somewhat Acceptable,Neutral,Neutral,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Acceptable,1,31,9,15,2,2,1,3
763,Male,66,White,,Republican,Conservative,Extremely interested,Approve Strongly,Oregon,2-year college degree,40,91,Unfriendly,Agree Strongly,Agree Slightly,Very Acceptable,Somewhat Unacceptable,Very Unacceptable,Neutral,Very Unacceptable,Very Unacceptable,1,66,7,1,1,5,10,4
1509,Female,63,White,,Republican,Conservative,Extremely interested,Approve Strongly,Florida,"Some college, but no degree (yet)",0,100,Enemy,Agree Strongly,Disagree Somewhat,Very Acceptable,Very Acceptable,Very Unacceptable,Very Unacceptable,Very Acceptable,Very Acceptable,2,63,5,1,1,4,10,3
908,Male,48,White,,Independent / Other,Conservative,Slightly interested,Approve Strongly,West Virginia,High school graduate,23,76,Unfriendly,Neither Agree nor Disagree,Disagree Somewhat,Very Acceptable,Somewhat Acceptable,Neutral,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,1,48,16,15,1,2,5,3
249,Male,56,White,,Democrat,Extremely liberal,Very interested,Disapprove Strongly,Ohio,High school graduate,64,60,Unfriendly,Agree Somewhat,Agree Somewhat,Neutral,Somewhat Unacceptable,Very Acceptable,Very Acceptable,Somewhat Unacceptable,Neutral,1,56,1,15,15,2,1,2
258,Male,30,White,,Republican,Extremely conservative,Extremely interested,Approve Strongly,Louisiana,4-year college degree,0,100,Friendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Somewhat Unacceptable,Very Acceptable,Neutral,1,30,22,1,1,6,10,3
365,Male,26,White,,Independent / Other,"Moderate, middle of the road",Moderately interested,Neither Approve nor Disapprove,Nevada,4-year college degree,61,38,Unfriendly,Neither Agree nor Disagree,Agree Slightly,Neutral,Neutral,Neutral,Somewhat Acceptable,Neutral,Somewhat Unacceptable,1,26,2,1,1,6,4,4
272,Male,23,Hispanic or Latino,,Republican,Conservative,Extremely interested,Approve Strongly,California,4-year college degree,0,32,Ally,Neither Agree nor Disagree,Agree Somewhat,Very Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,23,11,16,2,6,10,4
560,Male,33,White,,Independent / Other,Slightly conservative,Very interested,Disapprove Somewhat,Indiana,4-year college degree,20,20,Friendly,Agree Slightly,Agree Slightly,Very Acceptable,Somewhat Acceptable,Very Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Very Unacceptable,1,33,8,1,1,6,5,2
1185,Male,25,Hispanic or Latino,,Democrat,Liberal,Extremely interested,Approve Strongly,Pennsylvania,High school graduate,92,91,Ally,Agree Strongly,Agree Slightly,Somewhat Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Somewhat Acceptable,Very Acceptable,1,26,18,1,2,2,1,1
423,Male,47,White,,Republican,Extremely conservative,Extremely interested,Approve Strongly,Oklahoma,4-year college degree,0,100,Enemy,Agree Strongly,Neither Agree nor Disagree,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,1,47,2,1,1,2,10,3
1217,Female,55,White,,Democrat,"Moderate, middle of the road",Moderately interested,Disapprove Somewhat,Louisiana,Did not graduate from high school,100,10,Friendly,Neither Agree nor Disagree,Agree Slightly,Very Acceptable,Very Acceptable,Very Unacceptable,Neutral,Neutral,Neutral,2,55,5,1,1,1,2,3
488,Female,52,Hispanic or Latino,,Independent / Other,Extremely liberal,Not interested at all,Disapprove Strongly,New York,2-year college degree,7,0,Ally,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,Very Unacceptable,Neutral,Neutral,Neutral,2,55,1,15,16,5,7,1
920,Male,72,White,,Democrat,Extremely liberal,Extremely interested,Disapprove Strongly,New York,4-year college degree,95,5,Unfriendly,Agree Slightly,Agree Somewhat,Very Acceptable,Neutral,Somewhat Acceptable,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,1,72,4,1,1,6,1,1
674,Female,55,Hispanic or Latino,,Republican,"Moderate, middle of the road",Moderately interested,Disapprove Strongly,Arizona,High school graduate,89,78,Enemy,Agree Strongly,Disagree Strongly,Neutral,Very Acceptable,Neutral,Very Acceptable,Very Acceptable,Very Acceptable,2,55,18,3,2,2,10,4
844,Male,20,Black or African American,,Independent / Other,Slightly liberal,Not interested at all,Disapprove Strongly,Tennessee,High school graduate,80,26,Unfriendly,Agree Somewhat,Disagree Slightly,Very Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Neutral,Somewhat Acceptable,Somewhat Acceptable,1,20,4,2,1,2,2,3
1280,Female,50,White,,Republican,Conservative,Very interested,Approve Strongly,Illinois,4-year college degree,21,80,Unfriendly,Neither Agree nor Disagree,Agree Slightly,Very Acceptable,Neutral,Neutral,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,2,50,23,1,1,6,10,2
437,Male,23,White,,Republican,Extremely liberal,Extremely interested,Approve Strongly,Texas,"Some college, but no degree (yet)",70,86,Friendly,Neither Agree nor Disagree,Agree Somewhat,Somewhat Acceptable,Neutral,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,23,4,1,2,4,8,3
480,Male,26,Mixed Race,,Independent / Other,"Moderate, middle of the road",Moderately interested,Disapprove Somewhat,Nevada,High school graduate,50,50,Friendly,Neither Agree nor Disagree,Agree Slightly,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1,26,13,15,1,2,4,4
270,Male,32,White,,Democrat,Slightly liberal,Extremely interested,Disapprove Strongly,Alaska,4-year college degree,100,0,Friendly,Disagree Strongly,Agree Strongly,Very Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,33,2,1,1,6,1,4
749,Male,37,White,,Independent / Other,"Moderate, middle of the road",Moderately interested,Neither Approve nor Disapprove,Florida,4-year college degree,15,10,Unfriendly,Agree Slightly,Disagree Slightly,Neutral,Very Acceptable,Very Unacceptable,Neutral,Neutral,Neutral,1,37,9,1,1,6,4,3
1040,Male,42,Black or African American,,Independent / Other,Slightly liberal,Very interested,Disapprove Strongly,Tennessee,High school graduate,41,81,Unfriendly,Disagree Slightly,Agree Somewhat,Very Acceptable,Somewhat Unacceptable,Neutral,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,1,42,12,2,1,2,3,3
573,Male,41,Hispanic or Latino,,Democrat,"Moderate, middle of the road",Slightly interested,Disapprove Strongly,Florida,2-year college degree,85,13,Friendly,Agree Slightly,Agree Slightly,Somewhat Acceptable,Neutral,Somewhat Unacceptable,Neutral,Somewhat Unacceptable,Somewhat Acceptable,1,41,5,15,2,4,2,3
825,Male,38,White,,Republican,Conservative,Very interested,Approve Strongly,Illinois,High school graduate,0,100,Ally,Disagree Somewhat,Disagree Somewhat,Very Acceptable,Neutral,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Acceptable,Neutral,1,38,1,1,1,2,10,2
965,Female,46,White,,Democrat,"Moderate, middle of the road",Extremely interested,Disapprove Somewhat,Connecticut,High school graduate,100,14,Ally,Disagree Somewhat,Agree Somewhat,Somewhat Unacceptable,Somewhat Unacceptable,Very Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,2,46,1,1,1,2,1,1
316,Male,52,White,,Independent / Other,Extremely conservative,Not interested at all,Disapprove Strongly,Michigan,"Some college, but no degree (yet)",86,78,Enemy,Disagree Strongly,Agree Slightly,Very Unacceptable,Neutral,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,51,9,1,1,3,7,2
353,Male,27,Asian or Asian American,,Republican,"Moderate, middle of the road",Moderately interested,Approve Strongly,Virginia,"Some college, but no degree (yet)",26,94,Friendly,Neither Agree nor Disagree,Agree Slightly,Very Acceptable,Very Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,1,27,3,2,1,3,9,3
1746,Female,55,White,,Independent / Other,Slightly conservative,Very interested,Disapprove Somewhat,Florida,"Some college, but no degree (yet)",25,76,Unfriendly,Agree Slightly,Agree Slightly,Very Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Very Unacceptable,Neutral,Neutral,2,55,1,1,1,6,5,3
509,Male,34,Black or African American,,Independent / Other,Slightly conservative,Extremely interested,Neither Approve nor Disapprove,South Carolina,High school graduate,5,7,Friendly,Disagree Strongly,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Very Unacceptable,Very Unacceptable,1,34,1,2,1,2,7,3
1251,Female,23,Asian or Asian American,,Democrat,Liberal,Very interested,Disapprove Strongly,Georgia,4-year college degree,76,36,Friendly,Agree Slightly,Agree Slightly,Somewhat Acceptable,Somewhat Unacceptable,Neutral,Somewhat Acceptable,Very Acceptable,Neutral,2,23,7,4,1,7,2,3
244,Female,69,White,,Democrat,Slightly liberal,Moderately interested,Disapprove Strongly,New York,"Some college, but no degree (yet)",69,50,Unfriendly,Agree Slightly,Neither Agree nor Disagree,Very Acceptable,Neutral,Somewhat Acceptable,Somewhat Unacceptable,Very Acceptable,Somewhat Unacceptable,2,69,2,1,1,3,2,1
586,Female,70,White,,Republican,Extremely conservative,Extremely interested,Approve Strongly,New Jersey,2-year college degree,0,100,Unfriendly,Agree Strongly,Agree Slightly,Very Acceptable,Very Acceptable,Very Unacceptable,Neutral,Very Unacceptable,Somewhat Unacceptable,2,70,11,1,1,4,10,1
185,Male,35,White,,Independent / Other,Liberal,Extremely interested,Neither Approve nor Disapprove,Michigan,4-year college degree,2,3,Friendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1,35,4,1,1,6,4,2
524,Male,48,Hispanic or Latino,,Democrat,"Moderate, middle of the road",Very interested,Approve Somewhat,New Jersey,"Some college, but no degree (yet)",50,66,Unfriendly,Agree Strongly,Agree Slightly,Neutral,Neutral,Very Unacceptable,Neutral,Somewhat Unacceptable,Neutral,1,48,9,15,2,6,2,1
241,Male,61,White,,Independent / Other,"Moderate, middle of the road",Very interested,Disapprove Strongly,Alabama,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",66,34,Unfriendly,Agree Slightly,Agree Somewhat,Very Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Acceptable,Neutral,Somewhat Unacceptable,1,61,20,1,1,8,4,3
482,Male,40,White,,Independent / Other,"Moderate, middle of the road",Moderately interested,Approve Strongly,Florida,"Some college, but no degree (yet)",28,80,Friendly,Disagree Somewhat,Neither Agree nor Disagree,Very Acceptable,Neutral,Somewhat Unacceptable,Neutral,Somewhat Unacceptable,Neutral,1,40,13,1,1,2,5,3
1099,Female,48,White,,Independent / Other,Liberal,Not interested at all,Disapprove Strongly,Illinois,High school graduate,85,5,Unfriendly,Agree Somewhat,Neither Agree nor Disagree,Very Acceptable,Neutral,Very Unacceptable,Very Unacceptable,Neutral,Somewhat Acceptable,2,48,10,1,1,2,3,2
573,Male,33,White,,Independent / Other,"Moderate, middle of the road",Very interested,Disapprove Strongly,New York,2-year college degree,32,0,Friendly,Agree Slightly,Agree Strongly,Very Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,33,8,1,1,5,4,1
1157,Male,20,Black or African American,,Independent / Other,"Moderate, middle of the road",Slightly interested,Approve Somewhat,New York,"Some college, but no degree (yet)",50,50,Ally,Neither Agree nor Disagree,Agree Strongly,Very Acceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,20,12,16,1,2,3,1
403,Male,58,White,,Republican,"Moderate, middle of the road",Moderately interested,Approve Somewhat,Maryland,"Some college, but no degree (yet)",0,93,Friendly,Agree Slightly,Disagree Somewhat,Somewhat Acceptable,Somewhat Acceptable,Neutral,Neutral,Very Unacceptable,Neutral,1,58,9,1,1,4,10,3
481,Male,29,Black or African American,,Republican,Liberal,Very interested,Approve Strongly,Maryland,4-year college degree,73,74,Friendly,Disagree Somewhat,Agree Somewhat,Somewhat Acceptable,Very Acceptable,Neutral,Somewhat Acceptable,Very Acceptable,Somewhat Acceptable,1,30,20,2,1,6,3,3
394,Male,21,Asian or Asian American,,Independent / Other,"Moderate, middle of the road",Not interested at all,Neither Approve nor Disapprove,Texas,"Some college, but no degree (yet)",0,0,Friendly,Neither Agree nor Disagree,Disagree Somewhat,Somewhat Acceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Neutral,1,21,1,9,1,4,4,3
456,Male,29,White,,Republican,Extremely conservative,Very interested,Approve Strongly,Texas,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",0,85,Unfriendly,Agree Slightly,Neither Agree nor Disagree,Very Acceptable,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,1,29,18,1,1,6,9,3
252,Male,37,Black or African American,,Democrat,"Moderate, middle of the road",Very interested,Disapprove Somewhat,Tennessee,"Some college, but no degree (yet)",84,23,Friendly,Disagree Somewhat,Disagree Somewhat,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1,37,3,2,1,6,1,3
